Time,ID,Positionx,Positionz,Positiony,Up,Right,Down,Left,Distance,Speed,Direction,Speed Change,Direction Change,Experiment,ID,Positionx,Positionz,Positiony,Up,Right,Down,Left,Distance,Speed,Direction,Speed Change,Direction Change,Experiment,ID,Positionx,Positionz,Positiony,Up,Right,Down,Left,Distance,Speed,Direction,Speed Change,Direction Change,Experiment,ID,Positionx,Positionz,Positiony,Up,Right,Down,Left,Distance,Speed,Direction,Speed Change,Direction Change,Experiment,ID,Positionx,Positionz,Positiony,Up,Right,Down,Left,Distance,Speed,Direction,Speed Change,Direction Change,Experiment,ID,Positionx,Positionz,Positiony,Up,Right,Down,Left,Distance,Speed,Direction,Speed Change,Direction Change,Experiment,ID,Positionx,Positionz,Positiony,Up,Right,Down,Left,Distance,Speed,Direction,Speed Change,Direction Change,Experiment,ID,Positionx,Positionz,Positiony,Up,Right,Down,Left,Distance,Speed,Direction,Speed Change,Direction Change,Experiment,ID,Positionx,Positionz,Positiony,Up,Right,Down,Left,Distance,Speed,Direction,Speed Change,Direction Change,Experiment,ID,Positionx,Positionz,Positiony,Up,Right,Down,Left,Distance,Speed,Direction,Speed Change,Direction Change,Experiment,ID,Positionx,Positionz,Positiony,Up,Right,Down,Left,Distance,Speed,Direction,Speed Change,Direction Change,Experiment,ID,Positionx,Positionz,Positiony,Up,Right,Down,Left,Distance,Speed,Direction,Speed Change,Direction Change,Experiment,ID,Positionx,Positionz,Positiony,Up,Right,Down,Left,Distance,Speed,Direction,Speed Change,Direction Change,Experiment,ID,Positionx,Positionz,Positiony,Up,Right,Down,Left,Distance,Speed,Direction,Speed Change,Direction Change,Experiment,ID,Positionx,Positionz,Positiony,Up,Right,Down,Left,Distance,Speed,Direction,Speed Change,Direction Change,Experiment,ID,Positionx,Positionz,Positiony,Up,Right,Down,Left,Distance,Speed,Direction,Speed Change,Direction Change,Experiment,ID,Positionx,Positionz,Positiony,Up,Right,Down,Left,Distance,Speed,Direction,Speed Change,Direction Change,Experiment,ID,Positionx,Positionz,Positiony,Up,Right,Down,Left,Distance,Speed,Direction,Speed Change,Direction Change,Experiment,ID,Positionx,Positionz,Positiony,Up,Right,Down,Left,Distance,Speed,Direction,Speed Change,Direction Change,Experiment,ID,Positionx,Positionz,Positiony,Up,Right,Down,Left,Distance,Speed,Direction,Speed Change,Direction Change,Experiment,ID,Positionx,Positionz,Positiony,Up,Right,Down,Left,Distance,Speed,Direction,Speed Change,Direction Change,Experiment,ID,Positionx,Positionz,Positiony,Up,Right,Down,Left,Distance,Speed,Direction,Speed Change,Direction Change,Experiment
0.0,53.0,-0.41,0.0,-1.06,1.0,1.0,0.0,0.0,1.14,,,,,1,,,,,,,,,,,,,,1,62.0,-0.29,0.0,-1.64,1.0,1.0,0.0,1.0,1.67,,,,,1,43.0,0.36,0.0,-2.0,0.0,0.0,1.0,1.0,2.03,,,,,1,79.0,-0.46,0.0,-1.23,1.0,0.0,0.0,1.0,1.31,,,,,1,,,,,,,,,,,,,,1,55.0,1.7,0.0,-1.5,0.0,0.0,0.0,0.0,2.27,,,,,1,58.0,0.67,0.0,-1.35,0.0,0.0,0.0,1.0,1.51,,,,,1,51.0,-1.26,0.0,-0.99,0.0,0.0,0.0,0.0,1.6,,,,,1,,,,,,,,,,,,,,1,71.0,-0.37,0.0,-2.96,1.0,0.0,1.0,0.0,2.98,,,,,1,40.0,-0.75,0.0,-2.29,1.0,1.0,0.0,0.0,2.41,,,,,1,,,,,,,,,,,,,,1,52.0,-0.28,0.0,-2.39,1.0,0.0,1.0,1.0,2.41,,,,,1,45.0,0.49,0.0,-1.37,0.0,1.0,0.0,1.0,1.45,,,,,1,41.0,0.34,0.0,-1.7,1.0,0.0,0.0,0.0,1.73,,,,,1,78.0,1.05,0.0,-0.95,0.0,0.0,0.0,1.0,1.42,,,,,1,,,,,,,,,,,,,,1,50.0,0.13,0.0,-1.87,1.0,1.0,0.0,0.0,1.87,,,,,1,74.0,-0.72,0.0,-1.67,0.0,1.0,0.0,0.0,1.82,,,,,1,75.0,0.71,0.0,-0.85,0.0,1.0,1.0,1.0,1.11,,,,,1,66.0,0.35,0.01,-1.28,0.0,0.0,1.0,0.0,1.33,,,,,1
0.5,53.0,-0.41,0.0,-0.95,1.0,0.0,0.0,0.0,1.03,0.22,1.57,-0.22,0.0,1,,,,,,,,,,,,,,1,62.0,-0.29,0.0,-1.64,1.0,1.0,0.0,1.0,1.67,0.0,,0.0,,1,43.0,0.36,0.0,-2.0,0.0,0.0,1.0,1.0,2.03,0.0,,0.0,,1,79.0,-0.46,0.0,-1.23,1.0,0.0,1.0,1.0,1.31,0.0,,0.0,,1,,,,,,,,,,,,,,1,55.0,1.7,0.0,-1.5,0.0,0.0,0.0,0.0,2.27,0.0,,0.0,,1,58.0,0.67,0.0,-1.23,0.0,0.0,0.0,1.0,1.4,0.24,1.57,-0.16999999999999998,-2.55,1,51.0,-1.26,0.0,-0.99,0.0,0.0,0.0,0.0,1.6,0.0,,0.0,,1,,,,,,,,,,,,,,1,71.0,-0.37,0.0,-2.96,1.0,0.0,1.0,0.0,2.98,0.0,,0.0,,1,40.0,-0.75,0.0,-2.29,1.0,1.0,0.0,0.0,2.41,0.0,,0.0,,1,,,,,,,,,,,,,,1,52.0,-0.28,0.0,-2.39,1.0,0.0,1.0,1.0,2.41,0.0,,0.0,,1,45.0,0.49,0.0,-1.37,0.0,0.0,1.0,1.0,1.45,0.0,,0.03,,1,41.0,0.32,0.0,-1.46,0.0,0.0,1.0,0.0,1.49,0.48,1.65,-0.45999999999999996,-0.07999999999999985,1,78.0,1.06,0.0,-0.96,1.0,0.0,0.0,1.0,1.43,0.03,-0.79,0.010000000000000002,-0.32000000000000006,1,,,,,,,,,,,,,,1,50.0,0.13,0.0,-1.87,1.0,1.0,0.0,0.0,1.87,0.0,,0.0,,1,74.0,-0.72,0.0,-1.67,0.0,1.0,0.0,0.0,1.82,0.0,,0.0,,1,75.0,0.71,0.0,-0.85,0.0,1.0,1.0,1.0,1.11,0.0,,0.0,,1,66.0,0.35,0.01,-1.28,0.0,0.0,1.0,1.0,1.33,0.0,,0.0,,1
1.0,53.0,-0.41,0.0,-0.95,1.0,0.0,0.0,0.0,1.03,0.0,1.57,0.0,0.0,1,,,,,,,,,,,,,,1,62.0,-0.29,0.0,-1.64,1.0,1.0,0.0,1.0,1.67,0.0,,0.0,,1,43.0,0.36,0.0,-2.0,1.0,0.0,0.0,1.0,2.03,0.0,,0.14,,1,79.0,-0.46,0.0,-1.23,1.0,1.0,0.0,1.0,1.31,0.0,,0.0,,1,,,,,,,,,,,,,,1,55.0,1.7,0.0,-1.5,0.0,0.0,0.0,0.0,2.27,0.0,,0.0,,1,58.0,0.69,0.0,-1.26,0.0,0.0,0.0,1.0,1.44,0.07,-0.98,0.06,-3.0531853071795862,1,51.0,-1.26,0.0,-0.99,0.0,0.0,0.0,0.0,1.6,0.0,,0.0,,1,,,,,,,,,,,,,,1,71.0,-0.37,0.0,-2.96,1.0,0.0,1.0,0.0,2.98,0.0,,0.0,,1,40.0,-0.75,0.0,-2.29,1.0,1.0,0.0,0.0,2.41,0.0,,0.0,,1,57.0,-0.35,0.0,-3.28,1.0,0.0,0.0,0.0,3.3,,,,,1,52.0,-0.28,0.0,-2.39,1.0,0.0,1.0,1.0,2.41,0.0,,0.0,,1,45.0,0.48,0.0,-1.38,0.0,0.0,0.0,1.0,1.46,0.03,-2.36,-0.009999999999999998,0.7899999999999998,1,41.0,0.32,0.0,-1.45,0.0,1.0,0.0,0.0,1.48,0.02,1.57,-0.02,0.0,1,78.0,1.07,0.0,-0.98,1.0,0.0,0.0,1.0,1.45,0.04,-1.11,0.049999999999999996,1.57,1,,,,,,,,,,,,,,1,50.0,0.13,0.0,-1.87,1.0,1.0,0.0,0.0,1.87,0.0,,0.0,,1,74.0,-0.72,0.0,-1.67,0.0,1.0,0.0,0.0,1.82,0.0,,0.0,,1,75.0,0.71,0.0,-0.85,0.0,1.0,1.0,1.0,1.11,0.0,,0.0,,1,66.0,0.35,0.01,-1.28,0.0,0.0,1.0,1.0,1.33,0.0,,0.0,,1
1.5,53.0,-0.41,0.0,-0.95,1.0,0.0,0.0,0.0,1.03,0.0,1.57,0.0,0.0,1,,,,,,,,,,,,,,1,62.0,-0.29,0.0,-1.64,1.0,1.0,0.0,1.0,1.67,0.0,,0.0,,1,43.0,0.43,0.0,-1.99,1.0,0.0,0.0,1.0,2.04,0.14,0.14,0.03999999999999998,2.54,1,79.0,-0.46,0.0,-1.23,1.0,1.0,0.0,0.0,1.31,0.0,,0.0,,1,,,,,,,,,,,,,,1,55.0,1.7,0.0,-1.5,1.0,0.0,0.0,0.0,2.27,0.0,,0.0,,1,58.0,0.65,0.0,-1.21,1.0,0.0,0.0,1.0,1.37,0.13,2.25,0.010000000000000009,2.3231853071795863,1,51.0,-1.26,0.0,-0.99,0.0,0.0,0.0,0.0,1.6,0.0,,0.0,,1,,,,,,,,,,,,,,1,71.0,-0.37,0.0,-2.96,1.0,0.0,1.0,0.0,2.98,0.0,,0.0,,1,40.0,-0.75,0.0,-2.29,1.0,1.0,0.0,0.0,2.41,0.0,,0.0,,1,57.0,-0.33,0.0,-3.31,1.0,0.0,0.0,0.0,3.33,0.07,-0.98,-0.07,0.0,1,52.0,-0.28,0.0,-2.39,1.0,0.0,1.0,1.0,2.41,0.0,,0.0,,1,45.0,0.48,0.0,-1.39,0.0,0.0,0.0,1.0,1.47,0.02,-1.57,0.0,1.57,1,41.0,0.32,0.0,-1.45,0.0,1.0,0.0,0.0,1.48,0.0,1.57,0.07,-0.5900000000000001,1,78.0,1.11,0.0,-0.96,1.0,0.0,0.0,1.0,1.47,0.09,0.46,-0.09,0.0,1,,,,,,,,,,,,,,1,50.0,0.13,0.0,-1.87,1.0,1.0,0.0,0.0,1.87,0.0,,0.0,,1,74.0,-0.72,0.0,-1.67,0.0,1.0,0.0,0.0,1.82,0.0,,0.0,,1,75.0,0.71,0.0,-0.85,0.0,0.0,1.0,1.0,1.11,0.0,,0.0,,1,66.0,0.35,0.01,-1.28,0.0,0.0,1.0,1.0,1.33,0.0,,0.0,,1
2.0,53.0,-0.41,0.0,-0.95,1.0,0.0,0.0,0.0,1.03,0.0,1.57,0.2,-3.14,1,,,,,,,,,,,,,,1,62.0,-0.29,0.0,-1.64,0.0,1.0,0.0,1.0,1.67,0.0,,0.0,,1,43.0,0.35,0.0,-1.95,1.0,0.0,0.0,1.0,1.98,0.18,2.68,-0.18,0.0,1,79.0,-0.46,0.0,-1.23,1.0,1.0,0.0,0.0,1.31,0.0,,0.3,,1,,,,,,,,,,,,,,1,55.0,1.7,0.0,-1.5,1.0,0.0,0.0,0.0,2.27,0.0,,0.0,,1,58.0,0.64,0.0,-1.28,0.0,0.0,0.0,1.0,1.43,0.14,-1.71,0.62,0.1399999999999999,1,51.0,-1.26,0.0,-0.99,0.0,0.0,0.0,0.0,1.6,0.0,,0.0,,1,,,,,,,,,,,,,,1,71.0,-0.37,0.0,-2.96,1.0,0.0,1.0,0.0,2.98,0.0,,0.0,,1,40.0,-0.75,0.0,-2.29,1.0,1.0,0.0,0.0,2.41,0.0,,0.4,,1,57.0,-0.33,0.0,-3.31,1.0,0.0,0.0,0.0,3.33,0.0,-0.98,0.0,0.0,1,52.0,-0.28,0.0,-2.39,1.0,0.0,1.0,1.0,2.41,0.0,,0.0,,1,45.0,0.49,0.0,-1.39,0.0,0.0,0.0,1.0,1.47,0.02,0.0,0.02,-2.03,1,41.0,0.34,0.0,-1.42,0.0,0.0,1.0,0.0,1.46,0.07,0.98,-0.07,0.0,1,78.0,1.11,0.0,-0.96,1.0,0.0,0.0,1.0,1.47,0.0,0.46,0.0,0.0,1,,,,,,,,,,,,,,1,50.0,0.13,0.0,-1.87,1.0,1.0,0.0,0.0,1.87,0.0,,0.46,,1,74.0,-0.72,0.0,-1.67,0.0,1.0,0.0,0.0,1.82,0.0,,0.0,,1,75.0,0.71,0.0,-0.85,0.0,0.0,1.0,1.0,1.11,0.0,,0.0,,1,66.0,0.35,0.01,-1.28,0.0,0.0,1.0,1.0,1.33,0.0,,0.0,,1
2.5,53.0,-0.41,0.0,-1.05,1.0,1.0,0.0,0.0,1.13,0.2,-1.57,-0.11000000000000001,2.68,1,,,,,,,,,,,,,,1,62.0,-0.29,0.0,-1.64,1.0,1.0,0.0,1.0,1.67,0.0,,0.0,,1,43.0,0.35,0.0,-1.95,1.0,1.0,1.0,0.0,1.98,0.0,2.68,0.36,-1.2200000000000002,1,79.0,-0.33,0.0,-1.16,1.0,1.0,0.0,1.0,1.21,0.3,0.49,-0.06,0.47,1,,,,,,,,,,,,,,1,55.0,1.7,0.0,-1.5,1.0,0.0,0.0,0.0,2.27,0.0,,0.29,,1,58.0,0.64,0.0,-1.66,1.0,0.0,0.0,0.0,1.78,0.76,-1.57,-0.41000000000000003,2.9699999999999998,1,51.0,-1.26,0.0,-0.99,0.0,0.0,0.0,0.0,1.6,0.0,,0.02,,1,68.0,-0.01,0.0,-3.63,1.0,0.0,0.0,0.0,3.63,,,,,1,71.0,-0.37,0.0,-2.96,1.0,0.0,1.0,0.0,2.98,0.0,,0.0,,1,40.0,-0.73,0.0,-2.09,1.0,0.0,0.0,0.0,2.21,0.4,1.47,-0.14,0.020000000000000018,1,57.0,-0.33,0.0,-3.31,1.0,0.0,0.0,0.0,3.33,0.0,-0.98,0.0,0.0,1,52.0,-0.28,0.0,-2.39,1.0,0.0,1.0,1.0,2.41,0.0,,0.22,,1,45.0,0.48,0.0,-1.41,0.0,0.0,0.0,1.0,1.49,0.04,-2.03,0.019999999999999997,1.2399999999999998,1,41.0,0.34,0.0,-1.42,0.0,0.0,1.0,0.0,1.46,0.0,0.98,0.0,0.0,1,78.0,1.11,0.0,-0.96,1.0,0.0,0.0,0.0,1.47,0.0,0.46,0.1,-1.83,1,,,,,,,,,,,,,,1,50.0,0.32,0.0,-2.0,1.0,0.0,0.0,0.0,2.03,0.46,-0.6,-0.17000000000000004,-3.1331853071795863,1,74.0,-0.72,0.0,-1.67,0.0,1.0,1.0,0.0,1.82,0.0,,0.41,,1,75.0,0.71,0.0,-0.85,0.0,1.0,0.0,1.0,1.11,0.0,,0.0,,1,66.0,0.35,0.01,-1.28,0.0,0.0,1.0,1.0,1.33,0.0,,0.07,,1
3.0,53.0,-0.39,0.0,-1.01,1.0,1.0,0.0,0.0,1.08,0.09,1.11,0.75,-1.1800000000000002,1,,,,,,,,,,,,,,1,62.0,-0.29,0.0,-1.64,1.0,1.0,0.0,1.0,1.67,0.0,,0.16,,1,43.0,0.37,0.0,-1.77,1.0,1.0,1.0,0.0,1.81,0.36,1.46,-0.19999999999999998,0.24,1,79.0,-0.26,0.0,-1.06,1.0,1.0,0.0,1.0,1.09,0.24,0.96,-0.15,-2.9899999999999998,1,,,,,,,,,,,,,,1,55.0,1.57,0.0,-1.44,1.0,0.0,0.0,0.0,2.13,0.29,2.71,-0.019999999999999962,-0.029999999999999805,1,58.0,0.67,0.0,-1.49,1.0,0.0,0.0,1.0,1.63,0.35,1.4,-0.32999999999999996,-2.9699999999999998,1,51.0,-1.25,0.0,-0.99,0.0,0.0,0.0,0.0,1.59,0.02,0.0,0.25,0.23,1,68.0,-0.06,0.0,-3.6,1.0,0.0,0.0,0.0,3.6,0.12,2.6,-0.09,2.893185307179586,1,71.0,-0.37,0.0,-2.96,1.0,0.0,1.0,0.0,2.98,0.0,,0.0,,1,40.0,-0.72,0.0,-1.96,1.0,0.0,0.0,0.0,2.09,0.26,1.49,0.14,-0.63,1,57.0,-0.33,0.0,-3.31,1.0,0.0,0.0,0.0,3.33,0.0,-0.98,0.0,0.0,1,52.0,-0.28,0.0,-2.28,1.0,0.0,0.0,1.0,2.3,0.22,1.57,-0.07,0.28,1,45.0,0.5,0.0,-1.43,1.0,1.0,0.0,1.0,1.51,0.06,-0.79,0.010000000000000009,-0.18999999999999995,1,41.0,0.34,0.0,-1.42,1.0,0.0,0.0,0.0,1.46,0.0,0.98,0.08,-1.22,1,78.0,1.12,0.0,-1.01,1.0,0.0,0.0,1.0,1.51,0.1,-1.37,0.0,-2.703185307179586,1,,,,,,,,,,,,,,1,50.0,0.2,0.0,-1.92,1.0,1.0,0.0,1.0,1.93,0.29,2.55,0.13,-0.18999999999999995,1,74.0,-0.62,0.0,-1.49,1.0,1.0,0.0,0.0,1.61,0.41,1.06,0.050000000000000044,-0.4,1,75.0,0.71,0.0,-0.85,0.0,1.0,0.0,1.0,1.11,0.0,,0.0,,1,66.0,0.38,0.01,-1.26,1.0,0.0,0.0,0.0,1.32,0.07,0.59,-0.04000000000000001,-1.38,1
3.5,53.0,0.03,0.0,-1.04,0.0,0.0,1.0,1.0,1.04,0.84,-0.07,-0.2899999999999999,0.48,1,,,,,,,,,,,,,,1,62.0,-0.21,0.0,-1.62,1.0,1.0,0.0,1.0,1.63,0.16,0.24,0.16,0.95,1,43.0,0.36,0.0,-1.69,1.0,1.0,0.0,1.0,1.73,0.16,1.7,0.06,2.6331853071795863,1,79.0,-0.28,0.0,-1.1,1.0,0.0,0.0,0.0,1.14,0.09,-2.03,-0.09,0.0,1,,,,,,,,,,,,,,1,55.0,1.45,0.0,-1.38,1.0,0.0,0.0,1.0,2.0,0.27,2.68,0.25,-0.020000000000000018,1,58.0,0.67,0.0,-1.5,1.0,1.0,0.0,1.0,1.64,0.02,-1.57,0.039999999999999994,-1.5731853071795863,1,51.0,-1.12,0.0,-0.96,0.0,1.0,0.0,0.0,1.48,0.27,0.23,0.62,0.8,1,68.0,-0.05,0.0,-3.61,1.0,0.0,0.0,0.0,3.61,0.03,-0.79,-0.03,0.0,1,71.0,-0.37,0.0,-2.96,0.0,0.0,1.0,0.0,2.98,0.0,,0.0,,1,40.0,-0.59,0.0,-1.81,1.0,0.0,0.0,0.0,1.9,0.4,0.86,-0.36000000000000004,-1.32,1,57.0,-0.33,0.0,-3.31,1.0,0.0,0.0,0.0,3.33,0.0,-0.98,0.0,0.0,1,52.0,-0.3,0.0,-2.21,1.0,0.0,0.0,0.0,2.23,0.15,1.85,-0.15,0.0,1,45.0,0.52,0.0,-1.46,0.0,1.0,0.0,1.0,1.55,0.07,-0.98,0.31,-0.42999999999999994,1,41.0,0.38,0.0,-1.43,1.0,1.0,1.0,0.0,1.48,0.08,-0.24,0.18,-0.66,1,78.0,1.09,0.0,-0.97,1.0,0.0,1.0,1.0,1.46,0.1,2.21,0.43000000000000005,0.7000000000000002,1,,,,,,,,,,,,,,1,50.0,0.05,0.0,-1.77,1.0,0.0,0.0,1.0,1.77,0.42,2.36,-0.38,2.8131853071795865,1,74.0,-0.44,0.0,-1.35,1.0,1.0,0.0,0.0,1.42,0.46,0.66,-0.46,0.0,1,75.0,0.71,0.0,-0.85,1.0,0.0,1.0,0.0,1.11,0.0,,0.0,,1,66.0,0.39,0.01,-1.27,1.0,0.0,1.0,1.0,1.33,0.03,-0.79,-0.03,0.0,1
4.0,53.0,0.28,0.02,-0.93,0.0,0.0,1.0,1.0,0.97,0.55,0.41,-0.020000000000000018,0.51,1,,,,,,,,,,,,,,1,62.0,-0.15,0.0,-1.47,1.0,0.0,0.0,1.0,1.48,0.32,1.19,-0.24,0.3800000000000001,1,43.0,0.32,0.0,-1.79,0.0,1.0,0.0,1.0,1.82,0.22,-1.95,0.0,-2.583185307179586,1,79.0,-0.28,0.0,-1.1,1.0,1.0,0.0,1.0,1.14,0.0,-2.03,0.0,0.0,1,,,,,,,,,,,,,,1,55.0,1.22,0.0,-1.26,1.0,0.0,0.0,1.0,1.75,0.52,2.66,-0.31000000000000005,0.18999999999999995,1,58.0,0.64,0.0,-1.5,1.0,0.0,0.0,1.0,1.63,0.06,3.14,-0.039999999999999994,1.5731853071795863,1,51.0,-0.89,0.0,-0.58,1.0,0.0,0.0,0.0,1.06,0.89,1.03,,,1,68.0,-0.05,0.0,-3.61,1.0,0.0,0.0,0.0,3.61,0.0,-0.79,0.0,0.0,1,71.0,-0.37,0.0,-2.96,0.0,0.0,1.0,0.0,2.98,0.0,,0.16,,1,40.0,-0.57,0.0,-1.82,1.0,1.0,0.0,0.0,1.91,0.04,-0.46,0.019999999999999997,-0.33,1,57.0,-0.33,0.0,-3.31,1.0,0.0,0.0,0.0,3.33,0.0,-0.98,0.52,3.03,1,52.0,-0.3,0.0,-2.21,1.0,0.0,1.0,0.0,2.23,0.0,1.85,0.26,2.8631853071795863,1,45.0,0.55,0.0,-1.65,1.0,0.0,0.0,1.0,1.74,0.38,-1.41,-0.38,0.0,1,41.0,0.46,0.0,-1.53,1.0,1.0,1.0,1.0,1.6,0.26,-0.9,-0.04000000000000001,2.65,1,78.0,0.83,0.0,-0.91,1.0,0.0,1.0,0.0,1.23,0.53,2.91,-0.46,-0.3600000000000003,1,,,,,,,,,,,,,,1,50.0,0.06,0.0,-1.79,1.0,1.0,0.0,0.0,1.79,0.04,-1.11,-0.04,0.0,1,74.0,-0.44,0.0,-1.35,1.0,1.0,0.0,0.0,1.42,0.0,0.66,0.06,-3.02,1,75.0,0.71,0.0,-0.85,1.0,0.0,1.0,1.0,1.11,0.0,,0.0,,1,66.0,0.39,0.01,-1.27,1.0,0.0,1.0,0.0,1.33,0.0,-0.79,0.0,0.0,1
4.5,53.0,0.44,0.0,-0.72,0.0,0.0,0.0,1.0,0.84,0.53,0.92,,,1,,,,,,,,,,,,,,1,62.0,-0.15,0.0,-1.43,1.0,0.0,0.0,0.0,1.44,0.08,1.57,-0.009999999999999995,-0.5900000000000001,1,43.0,0.3,0.0,-1.68,1.0,1.0,0.0,1.0,1.71,0.22,1.75,-0.2,-0.17999999999999994,1,79.0,-0.28,0.0,-1.1,1.0,1.0,1.0,0.0,1.14,0.0,-2.03,0.04,1.5699999999999998,1,,,,,,,,,,,,,,1,55.0,1.12,0.0,-1.23,1.0,0.0,0.0,1.0,1.66,0.21,2.85,0.12000000000000002,1.123185307179586,1,58.0,0.64,0.0,-1.51,1.0,0.0,0.0,1.0,1.64,0.02,-1.57,-0.02,0.0,1,,,,,,,,,,,,,,1,68.0,-0.05,0.0,-3.61,1.0,0.0,0.0,0.0,3.61,0.0,-0.79,0.0,0.0,1,71.0,-0.32,0.0,-2.9,1.0,0.0,1.0,0.0,2.92,0.16,0.88,0.9400000000000001,0.2599999999999999,1,40.0,-0.55,0.0,-1.84,1.0,0.0,0.0,0.0,1.92,0.06,-0.79,0.18,1.75,1,57.0,-0.45,0.0,-3.08,1.0,0.0,0.0,0.0,3.11,0.52,2.05,-0.45,-3.03,1,52.0,-0.3,0.0,-2.34,1.0,0.0,1.0,0.0,2.36,0.26,-1.57,0.0,-2.993185307179586,1,45.0,0.55,0.0,-1.65,1.0,0.0,0.0,1.0,1.74,0.0,-1.41,0.1,2.7800000000000002,1,41.0,0.44,0.0,-1.42,1.0,0.0,1.0,1.0,1.49,0.22,1.75,-0.18,-0.17999999999999994,1,78.0,0.8,0.0,-0.89,1.0,0.0,0.0,0.0,1.2,0.07,2.55,0.009999999999999995,2.163185307179586,1,,,,,,,,,,,,,,1,50.0,0.06,0.0,-1.79,1.0,1.0,0.0,0.0,1.79,0.0,-1.11,0.2,2.68,1,74.0,-0.46,0.0,-1.37,0.0,1.0,0.0,0.0,1.45,0.06,-2.36,-0.03,0.0,1,75.0,0.71,0.0,-0.85,1.0,0.0,1.0,0.0,1.11,0.0,,0.0,,1,66.0,0.39,0.01,-1.27,1.0,0.0,1.0,1.0,1.33,0.0,-0.79,0.0,0.0,1
